uid,lat,lon,heading,district,ward,pct_other,pct_vegetation,pct_sky,pct_building,pct_pavement_road,pct_water,pct_vehicle_clutter,gvi,svi,bvi,hardscape_index
2982,10.769212168516072,106.69182941780822,247.68247413348303,District 1,Co Giang,0.69858642578125,0.04540283203125,7.32421875e-06,0.00336181640625,0.1019775390625,0.1021728515625,0.0484912109375,0.04540283203125,7.32421875e-06,0.00336181640625,0.1538305664062499
2983,10.769041493705744,106.69140611166556,247.68247413348303,District 1,Co Giang,0.7466015625,0.03701904296875,0.00032958984375,0.0065283203125,0.071083984375,0.1012451171875,0.0371923828125,0.03701904296875,0.00032958984375,0.0065283203125,0.1148046875
2984,10.775846999468138,106.691529000931,220.8587389498822,District 1,Ben Thanh,0.69509765625,0.05787841796875,0.00018310546875,0.00288330078125,0.090390625,0.10850341796875,0.0450634765625,0.05787841796875,0.00018310546875,0.00288330078125,0.13833740234375
2985,10.77550211013388,106.69126552483912,220.8587389498822,District 1,Ben Thanh,0.86096435546875,0.0102197265625,2.9296875e-05,0.0112646484375,0.034775390625,0.0535302734375,0.02921630859375,0.0102197265625,2.9296875e-05,0.0112646484375,0.07525634765625
2986,10.775171916184034,106.69095332292748,220.8587389498822,District 1,Ben Thanh,0.75597900390625,0.01735595703125,6.591796875e-05,0.00662841796875,0.06936279296875,0.12642578125,0.02418212890625,0.01735595703125,6.591796875e-05,0.00662841796875,0.10017333984375
2987,10.775846999468138,106.691529000931,224.52832216863865,District 1,Ben Thanh,0.83110595703125,0.0323779296875,4.8828125e-05,0.00235107421875,0.0324462890625,0.09326904296875,0.00840087890625,0.0323779296875,4.8828125e-05,0.00235107421875,0.0431982421875
2988,10.775575659566927,106.69119223960878,224.52832216863865,District 1,Ben Thanh,0.72247802734375,0.04720703125,5.126953125e-05,0.00578369140625,0.0808447265625,0.1062158203125,0.03741943359375,0.04720703125,5.126953125e-05,0.00578369140625,0.1240478515625
2989,10.775237829856756,106.6908885085437,224.52832216863865,District 1,Ben Thanh,0.7617138671875,0.01615478515625,1.46484375e-05,0.0045556640625,0.08349365234375,0.110185546875,0.0238818359375,0.01615478515625,1.46484375e-05,0.0045556640625,0.11193115234375
2990,10.770281399467622,106.68730400093187,315.16085167011653,District 1,Ben Thanh,0.82657958984375,0.01615478515625,0.0002880859375,0.00214111328125,0.0487060546875,0.09865478515625,0.0074755859375,0.01615478515625,0.0002880859375,0.00214111328125,0.05832275390625
2991,10.770413417244178,106.6873105790315,315.16085167011653,District 1,Ben Thanh,0.7919091796875,0.02234130859375,0.0003369140625,0.00068115234375,0.057255859375,0.11395751953125,0.01351806640625,0.02234130859375,0.0003369140625,0.00068115234375,0.071455078125
2992,10.770218799468452,106.68881180093044,175.56261545598292,District 1,Ben Thanh,0.8792919921875,0.01239990234375,7.568359375e-05,0.00268310546875,0.0266845703125,0.07488525390625,0.0039794921875,0.01239990234375,7.568359375e-05,0.00268310546875,0.03334716796875
2993,10.769872232517884,106.6890403003028,175.56261545598292,District 1,Ben Thanh,0.79325439453125,0.0342626953125,7.568359375e-05,0.003203125,0.0617822265625,0.097861328125,0.009560546875,0.0342626953125,7.568359375e-05,0.003203125,0.0745458984375
2994,10.769717899469764,106.69096230092812,235.24707597305328,District 1,Co Giang,0.797822265625,0.034140625,0.00015625,0.00239990234375,0.0319580078125,0.12457763671875,0.0089453125,0.034140625,0.00015625,0.00239990234375,0.04330322265625
2995,10.76946090842101,106.69058622716946,235.24707597305328,District 1,Ben Thanh,0.7863720703125,0.02333251953125,3.90625e-05,0.01017333984375,0.040615234375,0.07343994140625,0.06602783203125,0.02333251953125,3.90625e-05,0.01017333984375,0.11681640625
2996,10.769717899469764,106.69096230092812,136.37096017407848,District 1,Co Giang,0.760654296875,0.032568359375,0.00016845703125,0.002880859375,0.07314697265625,0.11906494140625,0.01151611328125,0.032568359375,0.00016845703125,0.002880859375,0.0875439453125
2997,10.769454201743317,106.6912364019725,136.37096017407848,District 1,Co Giang,0.798330078125,0.0271337890625,4.150390625e-05,0.0022412109375,0.04670166015625,0.11958740234375,0.00596435546875,0.0271337890625,4.150390625e-05,0.0022412109375,0.0549072265625
2998,10.769380699470045,106.69128950092762,316.3710213144118,District 1,Co Giang,0.806552734375,0.03413818359375,8.056640625e-05,0.0029638671875,0.04482666015625,0.09855712890625,0.012880859375,0.03413818359375,8.056640625e-05,0.0029638671875,0.06067138671875
2999,10.76964150449964,106.69101104514506,316.3710213144118,District 1,Co Giang,0.87910400390625,0.00630859375,4.638671875e-05,0.0049365234375,0.0186669921875,0.07706787109375,0.01386962890625,0.00630859375,4.638671875e-05,0.0049365234375,0.03747314453125
3000,10.769629999466568,106.68495270093376,221.57177181197645,District 1,Ben Thanh,0.89499755859375,0.007255859375,7.32421875e-06,0.0054931640625,0.05047119140625,0.0380126953125,0.00376220703125,0.007255859375,7.32421875e-06,0.0054931640625,0.0597265625
3001,10.76929902195764,106.68464146555944,221.57177181197645,District 1,Ben Thanh,0.877099609375,0.0074072265625,4.8828125e-06,0.0045068359375,0.02290771484375,0.0693994140625,0.01867431640625,0.0074072265625,4.8828125e-06,0.0045068359375,0.0460888671874999
3002,10.764493599469988,106.68830400092774,14.211265319904864,District 1,Co Giang,0.83265625,0.00876220703125,0.00020751953125,0.001826171875,0.04230224609375,0.10594970703125,0.0082958984375,0.00876220703125,0.00020751953125,0.001826171875,0.05242431640625
3003,10.76493161135893,106.6884169136843,14.211265319904864,District 1,Co Giang,0.83220947265625,0.00447998046875,0.00011962890625,0.00264892578125,0.04369140625,0.10246826171875,0.01438232421875,0.00447998046875,0.00011962890625,0.00264892578125,0.06072265625
3004,10.764493599469988,106.68830400092774,286.0735420892104,District 1,Co Giang,0.8169482421875,0.0144140625,0.0001171875,0.00358154296875,0.06008056640625,0.0934326171875,0.01142578125,0.0144140625,0.0001171875,0.00358154296875,0.075087890625
3005,10.764603526501416,106.68786128745224,286.0735420892104,District 1,Co Giang,0.84273193359375,0.0095947265625,8.544921875e-05,0.003017578125,0.053466796875,0.08114501953125,0.00995849609375,0.0095947265625,8.544921875e-05,0.003017578125,0.06644287109375
3006,10.765275099469845,106.68850540092798,107.8810042739286,District 1,Co Giang,0.809521484375,0.01481201171875,0.0001220703125,0.00362548828125,0.07666748046875,0.06508056640625,0.0301708984375,0.01481201171875,0.0001220703125,0.00362548828125,0.1104638671875
3007,10.765137124413906,106.68894072491584,107.8810042739286,District 1,Co Giang,0.83265625,0.0106396484375,6.103515625e-05,0.00633544921875,0.03028076171875,0.09289306640625,0.0271337890625,0.0106396484375,6.103515625e-05,0.00633544921875,0.06375
3008,10.765275099469845,106.68850540092798,107.8810042739286,District 1,Co Giang,0.79513916015625,0.02314453125,8.544921875e-05,0.002919921875,0.04372802734375,0.11568115234375,0.0193017578125,0.02314453125,8.544921875e-05,0.002919921875,0.06594970703125
3009,10.765251969285773,106.68888673246803,107.8810042739286,District 1,Co Giang,0.90253662109375,0.00715576171875,1.220703125e-05,0.00473388671875,0.01626953125,0.05364990234375,0.01564208984375,0.00715576171875,1.220703125e-05,0.00473388671875,0.0366455078125
3010,10.76507069947026,106.68915030092724,287.8811247310172,District 1,Co Giang,0.6409765625,0.0278271484375,8.30078125e-05,0.00291015625,0.0975634765625,0.11642333984375,0.11421630859375,0.0278271484375,8.30078125e-05,0.00291015625,0.21468994140625
3011,10.765208674792213,106.68871497717116,287.8811247310172,District 1,Co Giang,0.75576416015625,0.00857177734375,7.568359375e-05,0.00543701171875,0.037451171875,0.175986328125,0.0167138671875,0.00857177734375,7.568359375e-05,0.00543701171875,0.05960205078125
3012,10.76507069947026,106.68915030092724,287.8811247310172,District 1,Co Giang,0.8096142578125,0.00545166015625,0.0,0.00431640625,0.02212646484375,0.13518798828125,0.02330322265625,0.00545166015625,0.0,0.00431640625,0.04974609375
3013,10.76526856876156,106.6888276318886,287.8811247310172,District 1,Co Giang,0.88422119140625,0.00997314453125,4.39453125e-05,0.00072998046875,0.01419921875,0.07347900390625,0.017353515625,0.00997314453125,4.39453125e-05,0.00072998046875,0.03228271484375
3014,10.765154899469874,106.68847440092794,107.3568431191202,District 1,Co Giang,0.89222900390625,0.00720703125,3.90625e-05,0.0015478515625,0.0180517578125,0.06751708984375,0.013408203125,0.00720703125,3.90625e-05,0.0015478515625,0.0330078125
3015,10.765020847095956,106.68891097651128,107.3568431191202,District 1,Co Giang,0.92399658203125,0.0014208984375,0.0,0.00152099609375,0.00820068359375,0.04361083984375,0.02125,0.0014208984375,0.0,0.00152099609375,0.0309716796875
