uid,file_name,rel_dir,total_pixels,count_other,pct_other,count_vegetation,pct_vegetation,count_sky,pct_sky,count_building,pct_building,count_pavement_road,pct_pavement_road,count_water,pct_water,count_vehicle_clutter,pct_vehicle_clutter
3050,superclass_3050.png,district_1/ben_thanh,409600,336665,0.82193603515625,5304,0.01294921875,12,2.9296875e-05,2356,0.005751953125,21249,0.05187744140625,44014,0.1074560546875,0,0.0
3051,superclass_3051.png,district_1/ben_thanh,409600,314847,0.76866943359375,8968,0.02189453125,26,6.34765625e-05,2434,0.0059423828125,36969,0.09025634765625,46356,0.113173828125,0,0.0
3052,superclass_3052.png,district_1/ben_thanh,409600,354210,0.8647705078125,2740,0.006689453125,74,0.0001806640625,1603,0.00391357421875,12974,0.0316748046875,37999,0.09277099609375,0,0.0
3053,superclass_3053.png,district_1/ben_thanh,409600,366632,0.89509765625,2611,0.00637451171875,37,9.033203125e-05,591,0.00144287109375,15708,0.038349609375,24021,0.05864501953125,0,0.0
3054,superclass_3054.png,district_1/ben_thanh,409600,359927,0.87872802734375,7786,0.0190087890625,4,9.765625e-06,561,0.00136962890625,8558,0.0208935546875,32764,0.079990234375,0,0.0
3055,superclass_3055.png,district_1/ben_thanh,409600,374232,0.91365234375,3874,0.0094580078125,0,0.0,635,0.00155029296875,4857,0.01185791015625,26002,0.0634814453125,0,0.0
3056,superclass_3056.png,district_1/ben_thanh,409600,363495,0.88743896484375,12799,0.03124755859375,0,0.0,270,0.0006591796875,7160,0.01748046875,25876,0.063173828125,0,0.0
3057,superclass_3057.png,district_1/ben_thanh,409600,307012,0.749541015625,11624,0.02837890625,0,0.0,754,0.0018408203125,31454,0.0767919921875,58756,0.143447265625,0,0.0
3058,superclass_3058.png,district_1/ben_thanh,409600,352425,0.86041259765625,8010,0.0195556640625,13,3.173828125e-05,1557,0.00380126953125,10642,0.0259814453125,36953,0.09021728515625,0,0.0
3059,superclass_3059.png,district_1/ben_thanh,409600,353338,0.8626416015625,8041,0.01963134765625,1,2.44140625e-06,2157,0.00526611328125,9362,0.0228564453125,36701,0.08960205078125,0,0.0
3060,superclass_3060.png,district_1/ben_thanh,409600,336285,0.82100830078125,8378,0.0204541015625,21,5.126953125e-05,1662,0.0040576171875,27920,0.0681640625,35334,0.0862646484375,0,0.0
3061,superclass_3061.png,district_1/ben_thanh,409600,335551,0.81921630859375,13699,0.03344482421875,27,6.591796875e-05,1390,0.0033935546875,17041,0.04160400390625,41892,0.102275390625,0,0.0
3062,superclass_3062.png,district_1/ben_thanh,409600,370893,0.90550048828125,6083,0.01485107421875,4,9.765625e-06,1493,0.00364501953125,8785,0.02144775390625,22342,0.0545458984375,0,0.0
3063,superclass_3063.png,district_1/ben_thanh,409600,340161,0.83047119140625,4700,0.011474609375,8,1.953125e-05,752,0.0018359375,21160,0.05166015625,42819,0.10453857421875,0,0.0
3064,superclass_3064.png,district_1/ben_thanh,409600,237344,0.579453125,4758,0.0116162109375,15,3.662109375e-05,737,0.00179931640625,120591,0.29441162109375,46155,0.11268310546875,0,0.0
3065,superclass_3065.png,district_1/ben_thanh,409600,301862,0.7369677734375,5013,0.01223876953125,10,2.44140625e-05,289,0.00070556640625,51688,0.12619140625,50738,0.1238720703125,0,0.0
3066,superclass_3066.png,district_1/ben_thanh,409600,341119,0.83281005859375,2569,0.00627197265625,13,3.173828125e-05,831,0.00202880859375,33236,0.081142578125,31832,0.07771484375,0,0.0
3067,superclass_3067.png,district_1/ben_thanh,409600,376754,0.9198095703125,2639,0.00644287109375,23,5.615234375e-05,2346,0.0057275390625,5908,0.014423828125,21930,0.0535400390625,0,0.0
3068,superclass_3068.png,district_1/ben_thanh,409600,369072,0.9010546875,1674,0.0040869140625,87,0.00021240234375,2772,0.006767578125,9000,0.02197265625,26995,0.06590576171875,0,0.0
3069,superclass_3069.png,district_1/ben_thanh,409600,335317,0.81864501953125,5175,0.01263427734375,18,4.39453125e-05,3171,0.00774169921875,15495,0.03782958984375,50424,0.12310546875,0,0.0
3070,superclass_3070.png,district_1/ben_thanh,409600,338692,0.826884765625,2369,0.00578369140625,55,0.00013427734375,1754,0.0042822265625,24793,0.06052978515625,41937,0.10238525390625,0,0.0
3071,superclass_3071.png,district_1/ben_thanh,409600,360716,0.880654296875,2763,0.00674560546875,68,0.000166015625,1120,0.002734375,13750,0.0335693359375,31183,0.07613037109375,0,0.0
