osmid,y,x,street_count,highway,ref,railway,geometry
3861856287,10.7940005,106.6971275,3,,,,POINT (106.6971275 10.7940005)
3861856288,10.794557,106.6971474,4,,,,POINT (106.6971474 10.794557)
3861856289,10.794615,106.6965091,3,,,,POINT (106.6965091 10.794615)
3861856291,10.7946842,106.6961342,3,,,,POINT (106.6961342 10.7946842)
3897636179,10.7716067,106.7068271,3,street_lamp,,,POINT (106.7068271 10.7716067)
3928550709,10.7889673,106.6846801,3,,,,POINT (106.6846801 10.7889673)
3928816483,10.7943497,106.6820782,3,,,,POINT (106.6820782 10.7943497)
3928816484,10.7947658,106.6814668,3,,,,POINT (106.6814668 10.7947658)
3928816485,10.7948709,106.6812725,3,,,,POINT (106.6812725 10.7948709)
3985459708,10.8024888,106.7498154,3,,,,POINT (106.7498154 10.8024888)
4001093363,10.7922253,106.7528474,1,traffic_signals,,,POINT (106.7528474 10.7922253)
4027213054,10.7949478,106.735977,4,,,,POINT (106.735977 10.7949478)
4027213055,10.7957845,106.7361631,1,,,,POINT (106.7361631 10.7957845)
4027298992,10.8113206,106.7344206,1,,,,POINT (106.7344206 10.8113206)
4027328566,10.8065486,106.7276728,3,,,,POINT (106.7276728 10.8065486)
4027331292,10.8080962,106.7287274,3,,,,POINT (106.7287274 10.8080962)
4027331293,10.8077089,106.7287728,1,,,,POINT (106.7287728 10.8077089)
4027363937,10.8087997,106.7304525,3,,,,POINT (106.7304525 10.8087997)
4027363938,10.808597,106.7289443,4,,,,POINT (106.7289443 10.808597)
4027367191,10.8076115,106.7298848,1,,,,POINT (106.7298848 10.8076115)
4027381800,10.8121767,106.7291585,3,,,,POINT (106.7291585 10.8121767)
4027427341,10.8054791,106.750534,3,,,,POINT (106.750534 10.8054791)
4027587331,10.7935086,106.7377209,3,,,,POINT (106.7377209 10.7935086)
4031202587,10.7453741,106.6950255,3,,,,POINT (106.6950255 10.7453741)
4050376522,10.7639759,106.7069501,3,,,,POINT (106.7069501 10.7639759)
4066297968,10.8016757,106.7411272,3,,,,POINT (106.7411272 10.8016757)
4066304447,10.8019055,106.7458686,3,,,,POINT (106.7458686 10.8019055)
4066314184,10.8177662,106.7585344,3,,,,POINT (106.7585344 10.8177662)
4066319832,10.8029742,106.7482561,3,,,,POINT (106.7482561 10.8029742)
4066319837,10.801292,106.7440273,4,,,,POINT (106.7440273 10.801292)
4066319844,10.8043344,106.7517432,3,,,,POINT (106.7517432 10.8043344)
4066319852,10.8000623,106.7337781,1,,,,POINT (106.7337781 10.8000623)
4066321010,10.8031153,106.7499475,3,,,,POINT (106.7499475 10.8031153)
4066321014,10.8038225,106.7515077,3,,,,POINT (106.7515077 10.8038225)
4066381580,10.792164,106.6995478,3,,,,POINT (106.6995478 10.792164)
4066381582,10.7918634,106.6989631,3,,,,POINT (106.6989631 10.7918634)
4066381583,10.7919649,106.6988569,3,,,,POINT (106.6988569 10.7919649)
4066896256,10.7902697,106.7369258,4,,,,POINT (106.7369258 10.7902697)
4066896257,10.7905036,106.7373601,3,,,,POINT (106.7373601 10.7905036)
4066896258,10.79196,106.7366145,3,,,,POINT (106.7366145 10.79196)
4066896259,10.7921818,106.737043,3,,,,POINT (106.737043 10.7921818)
4066896261,10.7905999,106.7378645,3,,,,POINT (106.7378645 10.7905999)
4066907391,10.7809442,106.7209709,4,,,,POINT (106.7209709 10.7809442)
4099242263,10.7884681,106.6995877,4,,,,POINT (106.6995877 10.7884681)
4102101990,10.7433272,106.6695542,4,,,,POINT (106.6695542 10.7433272)
4102101991,10.7429059,106.6696337,4,,,,POINT (106.6696337 10.7429059)
4102101992,10.7423739,106.6697382,3,,,,POINT (106.6697382 10.7423739)
4103983206,10.7406183,106.6917785,1,,,,POINT (106.6917785 10.7406183)
4104387103,10.7402795,106.6704989,3,,,,POINT (106.6704989 10.7402795)
4104682673,10.7513569,106.6947743,1,,,,POINT (106.6947743 10.7513569)
4104682676,10.7512031,106.6947071,3,,,,POINT (106.6947071 10.7512031)
4108992021,10.8032672,106.7448329,1,,,,POINT (106.7448329 10.8032672)
4109102295,10.7416454,106.6702067,3,,,,POINT (106.6702067 10.7416454)
4109485143,10.794821,106.6867377,3,,,,POINT (106.6867377 10.794821)
4109485145,10.7960364,106.6861863,3,,,,POINT (106.6861863 10.7960364)
4109485150,10.7952952,106.6852692,3,,,,POINT (106.6852692 10.7952952)
4109485151,10.7946994,106.685354,3,,,,POINT (106.685354 10.7946994)
4109496305,10.7912746,106.6820415,3,,,,POINT (106.6820415 10.7912746)
4109569219,10.7916562,106.709752,3,,,,POINT (106.709752 10.7916562)
4112041547,10.7589569,106.7180743,1,,,,POINT (106.7180743 10.7589569)
4112041548,10.7682098,106.7053843,3,,,,POINT (106.7053843 10.7682098)
4122304294,10.7931142,106.6995097,3,,,,POINT (106.6995097 10.7931142)
4122304307,10.7925236,106.6992092,3,,,,POINT (106.6992092 10.7925236)
4122304315,10.792893,106.6995171,3,,,,POINT (106.6995171 10.792893)
4122609524,10.7664427,106.7959699,3,,,,POINT (106.7959699 10.7664427)
4122642105,10.7525017,106.7783082,1,,,,POINT (106.7783082 10.7525017)
4122642106,10.7553405,106.777566,3,,,,POINT (106.777566 10.7553405)
4122642115,10.7576251,106.7778031,3,,,,POINT (106.7778031 10.7576251)
4122642119,10.7576508,106.7774772,3,,,,POINT (106.7774772 10.7576508)
4122642122,10.7577604,106.7776758,3,,,,POINT (106.7776758 10.7577604)
4122642125,10.7574828,106.7777557,3,,,,POINT (106.7777557 10.7574828)
4122642133,10.7573052,106.7766975,3,,,,POINT (106.7766975 10.7573052)
4122642134,10.7558232,106.7770942,3,,,,POINT (106.7770942 10.7558232)
4122642135,10.7560844,106.7781666,3,,,,POINT (106.7781666 10.7560844)
4124101330,10.7422443,106.6894297,4,,,,POINT (106.6894297 10.7422443)
4185406451,10.7631228,106.7052455,3,,,,POINT (106.7052455 10.7631228)
4185406453,10.7642904,106.704399,3,,,,POINT (106.704399 10.7642904)
4185406455,10.764861,106.7035965,3,,,,POINT (106.7035965 10.764861)
4185406458,10.7655641,106.7039989,4,,,,POINT (106.7039989 10.7655641)
4191281729,10.7544788,106.6676973,3,,,,POINT (106.6676973 10.7544788)
4191281730,10.7545428,106.6676401,4,,,,POINT (106.6676401 10.7545428)
4193312331,10.7319398,106.6268797,3,,,,POINT (106.6268797 10.7319398)
4193312332,10.7319923,106.6277096,3,,,,POINT (106.6277096 10.7319923)
4193312337,10.7328465,106.6290085,3,,,,POINT (106.6290085 10.7328465)
4193312338,10.7329092,106.6277956,3,,,,POINT (106.6277956 10.7329092)
4193312339,10.7329115,106.6277616,3,,,,POINT (106.6277616 10.7329115)
4193312340,10.7329379,106.6273719,3,,,,POINT (106.6273719 10.7329379)
4193312342,10.7329669,106.6269428,4,,,,POINT (106.6269428 10.7329669)
4193312343,10.7330778,106.6261117,3,,,,POINT (106.6261117 10.7330778)
4193312355,10.7336151,106.6283676,4,,,,POINT (106.6283676 10.7336151)
4193312358,10.7336462,106.6278285,3,,,,POINT (106.6278285 10.7336462)
4193312361,10.7336691,106.6274179,3,,,,POINT (106.6274179 10.7336691)
4193312363,10.733692,106.6270075,3,,,,POINT (106.6270075 10.733692)
4193312364,10.7336957,106.6261574,3,,,,POINT (106.6261574 10.7336957)
4193312377,10.733881,106.6270248,3,,,,POINT (106.6270248 10.733881)
4193312380,10.7340278,106.6276842,3,,,,POINT (106.6276842 10.7340278)
4195285722,10.7444047,106.6459601,3,,,,POINT (106.6459601 10.7444047)
4195285724,10.7444878,106.6438571,3,,,,POINT (106.6438571 10.7444878)
4195285726,10.7445417,106.6445728,3,,,,POINT (106.6445728 10.7445417)
4195285728,10.744558,106.6441002,3,,,,POINT (106.6441002 10.744558)
4195285734,10.7446284,106.645149,4,,,,POINT (106.645149 10.7446284)
4195285737,10.7446649,106.6440523,4,,,,POINT (106.6440523 10.7446649)
4195285739,10.7447262,106.6465567,3,,,,POINT (106.6465567 10.7447262)
4195285740,10.7447602,106.6436963,3,,,,POINT (106.6436963 10.7447602)
4195285746,10.7449104,106.6439461,3,,,,POINT (106.6439461 10.7449104)
4195285754,10.7451676,106.6450089,3,,,,POINT (106.6450089 10.7451676)
4195285759,10.745277,106.6445311,3,,,,POINT (106.6445311 10.745277)
4195285760,10.7452795,106.6454096,3,,,,POINT (106.6454096 10.7452795)
4195285763,10.7453743,106.6446899,3,,,,POINT (106.6446899 10.7453743)
4195285765,10.7454213,106.6447665,3,,,,POINT (106.6447665 10.7454213)
4195285767,10.7455362,106.6479557,3,,,,POINT (106.6479557 10.7455362)
4195285775,10.745636,106.6458631,3,,,,POINT (106.6458631 10.745636)
4195285779,10.7456758,106.6461965,3,,,,POINT (106.6461965 10.7456758)
4195285784,10.7457713,106.6454223,3,,,,POINT (106.6454223 10.7457713)
4195286194,10.7460457,106.6461566,3,,,,POINT (106.6461566 10.7460457)
4195286195,10.7460957,106.6476815,4,,,,POINT (106.6476815 10.7460957)
4195286198,10.7460931,106.6461418,3,,,,POINT (106.6461418 10.7460931)
4195286212,10.7461722,106.6466367,3,,,,POINT (106.6466367 10.7461722)
4195286234,10.7464208,106.6484554,3,,,,POINT (106.6484554 10.7464208)
4195286239,10.7464759,106.6476432,3,,,,POINT (106.6476432 10.7464759)
4195286256,10.74692,106.6475742,3,,,,POINT (106.6475742 10.74692)
4195286266,10.7470866,106.6495679,3,,,,POINT (106.6495679 10.7470866)
4195286270,10.7471469,106.6482841,4,,,,POINT (106.6482841 10.7471469)
4195286276,10.747592,106.6507367,3,,,,POINT (106.6507367 10.747592)
4197274370,10.7257469,106.6518899,3,,,,POINT (106.6518899 10.7257469)
4197274386,10.7279543,106.6484615,3,,,,POINT (106.6484615 10.7279543)
4197274387,10.7280746,106.6483317,3,,,,POINT (106.6483317 10.7280746)
4197274889,10.7286535,106.6529907,3,,,,POINT (106.6529907 10.7286535)
4197274890,10.7287068,106.6504548,3,,,,POINT (106.6504548 10.7287068)
4197274891,10.7291394,106.652999,3,,,,POINT (106.652999 10.7291394)
4197274892,10.7291416,106.6519752,3,,,,POINT (106.6519752 10.7291416)
4197274894,10.7297148,106.6502296,3,,,,POINT (106.6502296 10.7297148)
4197274900,10.7301272,106.6530261,3,,,,POINT (106.6530261 10.7301272)
4197274901,10.7301799,106.6515273,3,,,,POINT (106.6515273 10.7301799)
4197274902,10.7302605,106.6500287,3,,,,POINT (106.6500287 10.7302605)
4197274904,10.7304648,106.6499734,1,,,,POINT (106.6499734 10.7304648)
4197274944,10.7346439,106.6574056,3,,,,POINT (106.6574056 10.7346439)
4197274946,10.7347031,106.658426,4,,,,POINT (106.658426 10.7347031)
4197274948,10.7347758,106.6597489,3,,,,POINT (106.6597489 10.7347758)
4197274956,10.7354485,106.6576689,3,,,,POINT (106.6576689 10.7354485)
4197274982,10.7361607,106.6578352,3,,,,POINT (106.6578352 10.7361607)
4197274983,10.7361639,106.6576634,3,,,,POINT (106.6576634 10.7361639)
4197274984,10.7381055,106.6578019,3,,,,POINT (106.6578019 10.7381055)
4200187189,10.7329941,106.6585452,1,,,,POINT (106.6585452 10.7329941)
4200187190,10.7332832,106.6585475,3,,,,POINT (106.6585475 10.7332832)
4200187191,10.7333119,106.6592727,3,,,,POINT (106.6592727 10.7333119)
4200187198,10.7337305,106.6585119,4,,,,POINT (106.6585119 10.7337305)
4200187202,10.7337539,106.6592355,3,,,,POINT (106.6592355 10.7337539)
4200187205,10.7338012,106.6681562,3,,,,POINT (106.6681562 10.7338012)
4200187207,10.7338665,106.6682568,3,,,,POINT (106.6682568 10.7338665)
4200187212,10.73409,106.667334,3,,,,POINT (106.667334 10.73409)
4200187216,10.7341543,106.6640537,3,,,,POINT (106.6640537 10.7341543)
4200187222,10.7343319,106.6678628,4,,,,POINT (106.6678628 10.7343319)
4200187223,10.7343074,106.6618137,4,,,,POINT (106.6618137 10.7343074)
4200187227,10.7343874,106.6679781,3,,,,POINT (106.6679781 10.7343874)
4200187235,10.7347738,106.6606084,3,,,,POINT (106.6606084 10.7347738)
4200187236,10.7348081,106.6676036,3,,,,POINT (106.6676036 10.7348081)
4200187237,10.7348259,106.6617397,4,,,,POINT (106.6617397 10.7348259)
4200187238,10.7348658,106.667718,3,,,,POINT (106.667718 10.7348658)
4200187240,10.734882,106.6626854,4,,,,POINT (106.6626854 10.734882)
4200187241,10.7349135,106.663308,3,,,,POINT (106.663308 10.7349135)
4200187243,10.7349484,106.6637724,3,,,,POINT (106.6637724 10.7349484)
4200187249,10.7352265,106.6617305,3,,,,POINT (106.6617305 10.7352265)
4200187252,10.7352467,106.6623453,3,,,,POINT (106.6623453 10.7352467)
4200187254,10.735264,106.6626502,4,,,,POINT (106.6626502 10.735264)
4200187258,10.7352915,106.6630708,3,,,,POINT (106.6630708 10.7352915)
4200187259,10.7353165,106.6631896,3,,,,POINT (106.6631896 10.7353165)
4200187263,10.735506,106.6629831,4,,,,POINT (106.6629831 10.735506)
4200187264,10.7355513,106.663132,3,,,,POINT (106.663132 10.7355513)
4200187265,10.7355481,106.660553,4,,,,POINT (106.660553 10.7355481)
4200187268,10.7355765,106.6616696,4,,,,POINT (106.6616696 10.7355765)
4200187273,10.7356458,106.6623049,4,,,,POINT (106.6623049 10.7356458)
4200187274,10.7357058,106.6634921,4,,,,POINT (106.6634921 10.7357058)
4200187278,10.7357858,106.6628692,3,,,,POINT (106.6628692 10.7357858)
4200187287,10.7366174,106.6614518,4,,,,POINT (106.6614518 10.7366174)
4200187410,10.7372662,106.6604056,3,,,,POINT (106.6604056 10.7372662)
4200187421,10.737424,106.6612947,4,,,,POINT (106.6612947 10.737424)
4200187439,10.7376878,106.6627814,3,,,,POINT (106.6627814 10.7376878)
4200187444,10.737726,106.6742875,3,,,,POINT (106.6742875 10.737726)
4200187451,10.7379497,106.6731494,3,,,,POINT (106.6731494 10.7379497)
4200187462,10.7381911,106.6740353,3,,,,POINT (106.6740353 10.7381911)
4200187468,10.7386389,106.6738064,4,,,,POINT (106.6738064 10.7386389)
4200187542,10.7412338,106.6679938,1,,,,POINT (106.6679938 10.7412338)
4200187547,10.7413625,106.6688475,3,,,,POINT (106.6688475 10.7413625)
4200187557,10.7416159,106.6681025,1,,,,POINT (106.6681025 10.7416159)
4200187559,10.7416195,106.6722098,3,,,,POINT (106.6722098 10.7416195)
4200187567,10.7417493,106.6729667,3,,,,POINT (106.6729667 10.7417493)
4200187575,10.7420652,106.668486,3,,,,POINT (106.668486 10.7420652)
4200187578,10.7421002,106.6688121,3,,,,POINT (106.6688121 10.7421002)
4200187605,10.7427428,106.6688026,3,,,,POINT (106.6688026 10.7427428)
4200187613,10.7428411,106.6723442,3,,,,POINT (106.6723442 10.7428411)
4200187628,10.7433826,106.672254,4,,,,POINT (106.672254 10.7433826)
4202267008,10.7397811,106.6411579,3,,,,POINT (106.6411579 10.7397811)
4202267010,10.7395117,106.6415809,1,,,,POINT (106.6415809 10.7395117)
4202267011,10.7399001,106.6413628,4,,,,POINT (106.6413628 10.7399001)
4202267012,10.7399914,106.6424863,3,,,,POINT (106.6424863 10.7399914)
4202267015,10.7403046,106.642971,3,,,,POINT (106.642971 10.7403046)
4202267018,10.7404196,106.6421802,4,,,,POINT (106.6421802 10.7404196)
4202267021,10.7406248,106.642046,3,,,,POINT (106.642046 10.7406248)
4202267023,10.7407104,106.6409947,1,,,,POINT (106.6409947 10.7407104)
4202267024,10.7407306,106.6426738,4,,,,POINT (106.6426738 10.7407306)
4202267026,10.7407721,106.6412329,1,,,,POINT (106.6412329 10.7407721)
4202267031,10.740886,106.6424325,3,,,,POINT (106.6424325 10.740886)
4202267033,10.7410373,106.6417541,3,,,,POINT (106.6417541 10.7410373)
4202267039,10.7411257,106.6443217,3,,,,POINT (106.6443217 10.7411257)
4202267043,10.7411498,106.6429527,3,,,,POINT (106.6429527 10.7411498)
4202267045,10.7412744,106.6421952,3,,,,POINT (106.6421952 10.7412744)
4202267046,10.7411701,106.6445298,4,,,,POINT (106.6445298 10.7411701)
4202267047,10.7412277,106.6416619,3,,,,POINT (106.6416619 10.7412277)
4202267049,10.7412404,106.6447122,3,,,,POINT (106.6447122 10.7412404)
4202267059,10.7417633,106.645457,3,,,,POINT (106.645457 10.7417633)
4202267060,10.7418072,106.6542306,3,,,,POINT (106.6542306 10.7418072)
4202267061,10.7418852,106.6529282,3,,,,POINT (106.6529282 10.7418852)
4202267062,10.7419567,106.6545227,3,,,,POINT (106.6545227 10.7419567)
4202267064,10.7420892,106.6548111,4,,,,POINT (106.6548111 10.7420892)
4202267065,10.7421151,106.6527828,4,,,,POINT (106.6527828 10.7421151)
4202267066,10.7421734,106.6559274,3,,,,POINT (106.6559274 10.7421734)
4202267067,10.7422319,106.6551031,3,,,,POINT (106.6551031 10.7422319)
4202267070,10.74233,106.6564041,3,,,,POINT (106.6564041 10.74233)
4202267071,10.7423446,106.6553491,3,,,,POINT (106.6553491 10.7423446)
4202267072,10.7423353,106.6526817,3,,,,POINT (106.6526817 10.7423353)
4202267073,10.7423653,106.6539097,3,,,,POINT (106.6539097 10.7423653)
4202267078,10.7424867,106.6534567,3,,,,POINT (106.6534567 10.7424867)
4202267079,10.7425222,106.6542027,3,,,,POINT (106.6542027 10.7425222)
4202267080,10.7425396,106.6557915,3,,,,POINT (106.6557915 10.7425396)
4202267083,10.7426161,106.6525247,3,,,,POINT (106.6525247 10.7426161)
4202267085,10.7426265,106.6563583,3,,,,POINT (106.6563583 10.7426265)
4202267087,10.7426443,106.6574693,3,,,,POINT (106.6574693 10.7426443)
4202267088,10.742636,106.6537509,4,,,,POINT (106.6537509 10.742636)
4202267292,10.7426661,106.6544849,3,,,,POINT (106.6544849 10.7426661)
4202267293,10.7427104,106.6533357,3,,,,POINT (106.6533357 10.7427104)
4202267294,10.7427026,106.6544672,3,,,,POINT (106.6544672 10.7427026)
4202267296,10.7427846,106.6557007,3,,,,POINT (106.6557007 10.7427846)
4202267300,10.7428365,106.6584471,3,,,,POINT (106.6584471 10.7428365)
4202267301,10.7428508,106.6547799,3,,,,POINT (106.6547799 10.7428508)
4202267302,10.7428943,106.656317,3,,,,POINT (106.656317 10.7428943)
4202267303,10.7428963,106.6536043,3,,,,POINT (106.6536043 10.7428963)
4202267304,10.7429477,106.6543481,4,,,,POINT (106.6543481 10.7429477)
4202267305,10.7429822,106.6593905,3,,,,POINT (106.6593905 10.7429822)
4202267308,10.7429687,106.6550446,3,,,,POINT (106.6550446 10.7429687)
4202267311,10.7430696,106.6413835,3,,,,POINT (106.6413835 10.7430696)
4202267312,10.7430679,106.6558327,1,,,,POINT (106.6558327 10.7430679)
4202267316,10.7431637,106.6527804,3,,,,POINT (106.6527804 10.7431637)
4202267318,10.7431733,106.6562753,3,,,,POINT (106.6562753 10.7431733)
4202267319,10.7431976,106.65422,4,,,,POINT (106.65422 10.7431976)
4202267320,10.7431984,106.6563383,3,,,,POINT (106.6563383 10.7431984)
4202267321,10.7432311,106.6549166,3,,,,POINT (106.6549166 10.7432311)
4202267325,10.7432563,106.655606,3,,,,POINT (106.655606 10.7432563)
4202267326,10.7432376,106.6573503,3,,,,POINT (106.6573503 10.7432376)
4202267330,10.7432972,106.6568198,1,,,,POINT (106.6568198 10.7432972)
4202267342,10.7434326,106.6584233,3,,,,POINT (106.6584233 10.7434326)
4202267346,10.7434638,106.6548031,3,,,,POINT (106.6548031 10.7434638)
4202267350,10.7434947,106.654788,3,,,,POINT (106.654788 10.7434947)
4202267352,10.7435085,106.6525754,3,,,,POINT (106.6525754 10.7435085)
4202267355,10.743537,106.6592723,3,,,,POINT (106.6592723 10.743537)
4202267358,10.7435807,106.6556362,3,,,,POINT (106.6556362 10.7435807)
4202267362,10.7435806,106.659263,3,,,,POINT (106.659263 10.7435806)
4202267365,10.7436172,106.6527564,3,,,,POINT (106.6527564 10.7436172)
4202267366,10.7436169,106.6531978,3,,,,POINT (106.6531978 10.7436169)
4202267368,10.7436397,106.6555464,3,,,,POINT (106.6555464 10.7436397)
4202267381,10.7436847,106.6597887,3,,,,POINT (106.6597887 10.7436847)
4202267382,10.7437494,106.652293,3,,,,POINT (106.652293 10.7437494)
4202267388,10.7437972,106.6530847,3,,,,POINT (106.6530847 10.7437972)
4202267591,10.7438397,106.6490302,3,,,,POINT (106.6490302 10.7438397)
4202267595,10.7438838,106.6611387,3,,,,POINT (106.6611387 10.7438838)
4202267596,10.7438915,106.6522341,3,,,,POINT (106.6522341 10.7438915)
4202267602,10.7440517,106.6525276,3,,,,POINT (106.6525276 10.7440517)
4202267611,10.7441655,106.6489587,3,,,,POINT (106.6489587 10.7441655)
4202267613,10.7442149,106.6505363,3,,,,POINT (106.6505363 10.7442149)
4202267614,10.7442379,106.6528403,3,,,,POINT (106.6528403 10.7442379)
4202267617,10.7442959,106.6543372,3,,,,POINT (106.6543372 10.7442959)
4202267632,10.7445314,106.6591164,3,,,,POINT (106.6591164 10.7445314)
4202267637,10.7447073,106.6502838,3,,,,POINT (106.6502838 10.7447073)
4202267642,10.7447413,106.6500016,1,,,,POINT (106.6500016 10.7447413)
4202267656,10.7450309,106.6505079,3,,,,POINT (106.6505079 10.7450309)
4202267657,10.7450575,106.6594939,1,,,,POINT (106.6594939 10.7450575)
4202267662,10.7451244,106.6583787,3,,,,POINT (106.6583787 10.7451244)
4202267672,10.7452857,106.6636337,3,,,,POINT (106.6636337 10.7452857)
4202267677,10.7453191,106.6524104,3,,,,POINT (106.6524104 10.7453191)
4202267790,10.7456003,106.6595408,1,,,,POINT (106.6595408 10.7456003)
4202267796,10.7457268,106.6518335,3,,,,POINT (106.6518335 10.7457268)
4202267801,10.7458706,106.6520926,1,,,,POINT (106.6520926 10.7458706)
4202267803,10.7458448,106.6590497,3,,,,POINT (106.6590497 10.7458448)
4202267806,10.7458767,106.6635129,3,,,,POINT (106.6635129 10.7458767)
4202267807,10.7459055,106.6601368,3,,,,POINT (106.6601368 10.7459055)
4202267809,10.7460342,106.6519582,1,,,,POINT (106.6519582 10.7460342)
4202268254,10.7493072,106.6525236,3,,,,POINT (106.6525236 10.7493072)
4202268264,10.7495283,106.6536237,4,,,,POINT (106.6536237 10.7495283)
4275257067,10.7281881,106.6182401,1,,,,POINT (106.6182401 10.7281881)
4275258290,10.7283278,106.6186961,1,,,,POINT (106.6186961 10.7283278)
4275266694,10.7285549,106.619116,3,,,,POINT (106.619116 10.7285549)
4275267012,10.7282112,106.6204161,3,,,,POINT (106.6204161 10.7282112)
4275267014,10.7280105,106.6196962,3,,,,POINT (106.6196962 10.7280105)
4275267344,10.7314326,106.6236678,1,,,,POINT (106.6236678 10.7314326)
4275270860,10.7329057,106.6238925,4,,,,POINT (106.6238925 10.7329057)
4275270861,10.7329382,106.6244835,4,,,,POINT (106.6244835 10.7329382)
4275271698,10.7325823,106.6244469,3,,,,POINT (106.6244469 10.7325823)
4275271703,10.7320032,106.6272759,3,,,,POINT (106.6272759 10.7320032)
4275271704,10.7319973,106.6275085,3,,,,POINT (106.6275085 10.7319973)
4275271705,10.731984,106.6278366,3,,,,POINT (106.6278366 10.731984)
4275271707,10.7316427,106.6280968,4,,,,POINT (106.6280968 10.7316427)
4275271981,10.7320509,106.6282308,3,,,,POINT (106.6282308 10.7320509)
4275271982,10.7320308,106.628889,3,,,,POINT (106.628889 10.7320308)
4275274081,10.7328953,106.6280013,3,,,,POINT (106.6280013 10.7328953)
4275274082,10.7319901,106.6279475,3,,,,POINT (106.6279475 10.7319901)
4275275064,10.7319836,106.6281818,3,,,,POINT (106.6281818 10.7319836)
4275275993,10.7329574,106.6270829,3,,,,POINT (106.6270829 10.7329574)
4275275994,10.7319733,106.6270219,3,,,,POINT (106.6270219 10.7319733)
4275278424,10.7329416,106.6273174,3,,,,POINT (106.6273174 10.7329416)
4275278425,10.7329265,106.6275395,3,,,,POINT (106.6275395 10.7329265)
4275279583,10.7324973,106.6275264,3,,,,POINT (106.6275264 10.7324973)
4275279584,10.7324536,106.6282617,3,,,,POINT (106.6282617 10.7324536)
4275280060,10.7324306,106.6275244,3,,,,POINT (106.6275244 10.7324306)
4275280061,10.7323957,106.6282564,3,,,,POINT (106.6282564 10.7323957)
4275280756,10.732423,106.6282589,3,,,,POINT (106.6282589 10.732423)
4275280757,10.7324062,106.6289834,3,,,,POINT (106.6289834 10.7324062)
4275282788,10.7325812,106.6265716,3,,,,POINT (106.6265716 10.7325812)
4275329087,10.7334596,106.6269868,3,,,,POINT (106.6269868 10.7334596)
4275329088,10.7333819,106.628346,3,,,,POINT (106.628346 10.7333819)
4275333798,10.7332282,106.6269661,3,,,,POINT (106.6269661 10.7332282)
4275333799,10.7331386,106.6283239,3,,,,POINT (106.6283239 10.7331386)
4275339100,10.7306465,106.6207045,3,,,,POINT (106.6207045 10.7306465)
4275339101,10.7305745,106.6231163,3,,,,POINT (106.6231163 10.7305745)
4275349203,10.7289973,106.6170547,3,,,,POINT (106.6170547 10.7289973)
4275354446,10.7295803,106.6184533,3,,,,POINT (106.6184533 10.7295803)
4275354447,10.7292817,106.6172027,1,,,,POINT (106.6172027 10.7292817)
4275369101,10.7300134,106.6173761,3,,,,POINT (106.6173761 10.7300134)
4275409577,10.7305552,106.6182317,3,,,,POINT (106.6182317 10.7305552)
4275409609,10.7303514,106.6188622,1,,,,POINT (106.6188622 10.7303514)
4276018612,10.7262812,106.6165714,3,,,,POINT (106.6165714 10.7262812)
4276023417,10.7288453,106.6173705,3,,,,POINT (106.6173705 10.7288453)
4276023418,10.7284417,106.6174819,3,,,,POINT (106.6174819 10.7284417)
4276137890,10.728571,106.6179098,3,,,,POINT (106.6179098 10.728571)
4276138992,10.7282868,106.6179768,3,,,,POINT (106.6179768 10.7282868)
4276138994,10.72808,106.6170415,3,,,,POINT (106.6170415 10.72808)
4276142380,10.7265608,106.6171037,3,,,,POINT (106.6171037 10.7265608)
4276142381,10.7259271,106.6158971,3,,,,POINT (106.6158971 10.7259271)
4276158477,10.7264014,106.6156507,3,,,,POINT (106.6156507 10.7264014)
4276158478,10.7253051,106.6161945,3,,,,POINT (106.6161945 10.7253051)
4276177574,10.7272896,106.6176059,3,,,,POINT (106.6176059 10.7272896)
4276182687,10.7273441,106.6170036,1,,,,POINT (106.6170036 10.7273441)
4276182688,10.7276359,106.6169437,3,,,,POINT (106.6169437 10.7276359)
4276182790,10.7277199,106.6169215,3,,,,POINT (106.6169215 10.7277199)
4276182794,10.7278708,106.6169603,3,,,,POINT (106.6169603 10.7278708)
4276182795,10.7284571,106.6168196,1,,,,POINT (106.6168196 10.7284571)
4276192382,10.7272068,106.6172433,4,,,,POINT (106.6172433 10.7272068)
4276192384,10.7274565,106.6171829,3,,,,POINT (106.6171829 10.7274565)
4276192386,10.7276827,106.6171211,4,,,,POINT (106.6171211 10.7276827)
4276192387,10.7278741,106.6170766,3,,,,POINT (106.6170766 10.7278741)
4276201332,10.7278254,106.6177145,3,,,,POINT (106.6177145 10.7278254)
4276202786,10.7274852,106.6169721,3,,,,POINT (106.6169721 10.7274852)
4276202787,10.727364,106.6163995,1,,,,POINT (106.6163995 10.727364)
4276202991,10.7275556,106.6175602,1,,,,POINT (106.6175602 10.7275556)
4276214000,10.7288472,106.6164257,3,,,,POINT (106.6164257 10.7288472)
4276253480,10.7293531,106.6194803,3,,,,POINT (106.6194803 10.7293531)
4298780870,10.8045345,106.7350586,3,,,,POINT (106.7350586 10.8045345)
4298780871,10.8038843,106.7354279,3,crossing,,,POINT (106.7354279 10.8038843)
4298799087,10.806511,106.7517932,3,,,,POINT (106.7517932 10.806511)
4302891988,10.7648521,106.6926747,4,,,,POINT (106.6926747 10.7648521)
4314527584,10.7455579,106.6688476,3,,,,POINT (106.6688476 10.7455579)
4314527586,10.7459713,106.6692551,3,,,,POINT (106.6692551 10.7459713)
