u,v,key,osmid,highway,name,oneway,reversed,length,geometry,maxspeed,lanes,service,ref,bridge,width,tunnel,access,junction
9404261865,6760648980,0,720357121,primary,Trần Hưng Đạo,False,False,46.69020085925439,"LINESTRING (106.6856834 10.7568905, 106.6858193 10.7570399, 106.6859647 10.7572066)",60,3,,,,,,,
9404261865,12486051344,0,720357121,primary,Trần Hưng Đạo,False,True,39.69844406992656,"LINESTRING (106.6856834 10.7568905, 106.6854678 10.7566534, 106.6854423 10.7566234)",60,3,,,,,,,
9404261868,9404261869,0,1019648640,primary_link,,False,False,7.640666055059722,"LINESTRING (106.6867475 10.7580987, 106.6868034 10.7580574)",,,,,,,,,
9404261868,6760714940,0,720357121,primary,Trần Hưng Đạo,False,False,36.9326168368691,"LINESTRING (106.6867475 10.7580987, 106.6868976 10.7582761, 106.6869659 10.7583522)",60,3,,,,,,,
9404261868,6760648978,0,720357121,primary,Trần Hưng Đạo,False,True,36.85059867653491,"LINESTRING (106.6867475 10.7580987, 106.6866399 10.7579714, 106.6865294 10.7578459)",60,3,,,,,,,
9404261869,4603826296,0,466095490,primary,Trần Hưng Đạo,False,False,36.830838585084194,"LINESTRING (106.6868034 10.7580574, 106.6870241 10.7583078)",50,1,,,,,,,
9404261869,4603826291,0,466095490,primary,Trần Hưng Đạo,False,True,18.44296284060563,"LINESTRING (106.6868034 10.7580574, 106.6866929 10.757932)",50,1,,,,,,,
9404261869,9404261868,0,1019648640,primary_link,,False,True,7.640666055059722,"LINESTRING (106.6868034 10.7580574, 106.6867475 10.7580987)",,,,,,,,,
9404261870,6789210668,0,466095118,primary,Trần Hưng Đạo,False,False,56.50311345416401,"LINESTRING (106.6865695 10.7580413, 106.6862324 10.7576559)",60,3,,,,,,,
9404261870,9404261871,0,1019648641,primary_link,,False,False,6.879789751339538,"LINESTRING (106.6865695 10.7580413, 106.6865191 10.7580784)",,,,,,,,,
9404261870,6786731979,0,466095118,primary,Trần Hưng Đạo,False,True,53.93644686415845,"LINESTRING (106.6865695 10.7580413, 106.6866806 10.7581684, 106.686824 10.7583324, 106.6868902 10.7584101)",60,3,,,,,,,
9404261871,6786731984,0,1019648604,primary,Trần Hưng Đạo,False,False,55.96905354157881,"LINESTRING (106.6865191 10.7580784, 106.686185 10.7576968)",50,1,,,,,,,
9404261871,9404261870,0,1019648641,primary_link,,False,True,6.879789751339538,"LINESTRING (106.6865191 10.7580784, 106.6865695 10.7580413)",,,,,,,,,
9404261871,5806268214,0,1019648604,primary,Trần Hưng Đạo,False,True,54.06945855282822,"LINESTRING (106.6865191 10.7580784, 106.6866299 10.758205, 106.6867734 10.7583689, 106.6868418 10.7584471)",50,1,,,,,,,
9404261872,4603846872,0,1019648608,primary,Trần Hưng Đạo,False,False,14.34694952699173,"LINESTRING (106.6883719 10.7598195, 106.6884601 10.7599151)",50,1,,,,,,,
9404261872,4603846874,0,1019648608,primary,Trần Hưng Đạo,False,True,31.652164827105093,"LINESTRING (106.6883719 10.7598195, 106.6881773 10.7596086)",50,1,,,,,,,
9404261872,9404261873,0,1019648643,primary_link,,False,True,10.130827145570208,"LINESTRING (106.6883719 10.7598195, 106.6883022 10.7598796)",,,,,,,,,
9404261873,6760665401,0,720372215,primary,Trần Hưng Đạo,False,False,14.28832983733514,"LINESTRING (106.6883022 10.7598796, 106.6883868 10.7599776)",60,3,,,,,,,
9404261873,6760665405,0,720372215,primary,Trần Hưng Đạo,False,True,103.93599983298516,"LINESTRING (106.6883022 10.7598796, 106.6876866 10.7591669)",60,3,,,,,,,
9404261873,9404261872,0,1019648643,primary_link,,False,False,10.130827145570208,"LINESTRING (106.6883022 10.7598796, 106.6883719 10.7598195)",,,,,,,,,
9404261874,6789210655,0,466095118,primary,Trần Hưng Đạo,False,False,42.08630036059088,"LINESTRING (106.6882338 10.7599418, 106.6879849 10.7596529)",60,3,,,,,,,
9404261874,6789210653,0,466095118,primary,Trần Hưng Đạo,False,True,16.234441756396233,"LINESTRING (106.6882338 10.7599418, 106.6883301 10.760053)",60,3,,,,,,,
9404261874,6789210651,0,1019648644,primary_link,,False,True,6.472354690702007,"LINESTRING (106.6882338 10.7599418, 106.6881884 10.7599792)",,,,,,,,,
9404261876,6786749269,0,720372215,primary,Trần Hưng Đạo,False,True,28.79887161284602,"LINESTRING (106.6888631 10.7605195, 106.6886896 10.7603245)",60,3,,,,,,,
9404261876,9404261877,0,1019648645,primary_link,,False,False,9.734619535503654,"LINESTRING (106.6888631 10.7605195, 106.6889321 10.7604641)",,,,,,,,,
9404261876,6760665400,0,"[724152275, 720372215]",primary,Trần Hưng Đạo,False,False,66.64095487254383,"LINESTRING (106.6888631 10.7605195, 106.6890855 10.7607694, 106.6892652 10.7609702)",60,3,,,,,,,
9404261877,5795188289,0,1019648608,primary,Trần Hưng Đạo,False,False,17.535385925025924,"LINESTRING (106.6889321 10.7604641, 106.6890348 10.7605853)",50,1,,,,,,,
9404261877,6786749265,0,1019648608,primary,Trần Hưng Đạo,False,True,28.860572848670945,"LINESTRING (106.6889321 10.7604641, 106.6887631 10.7602646)",50,1,,,,,,,
9404261877,9404261876,0,1019648645,primary_link,,False,True,9.734619535503654,"LINESTRING (106.6889321 10.7604641, 106.6888631 10.7605195)",,,,,,,,,
9404261879,9404261882,0,724152274,primary,Trần Hưng Đạo,False,False,51.05297363188982,"LINESTRING (106.6903499 10.7622073, 106.6906585 10.7625521)",,2,,,,,,,
9404261879,6790784931,0,724152274,primary,Trần Hưng Đạo,False,True,50.23305312732821,"LINESTRING (106.6903499 10.7622073, 106.6900463 10.761868)",,2,,,,,,,
9404261879,9404261880,0,1019648651,primary_link,,False,False,9.699481236400684,"LINESTRING (106.6903499 10.7622073, 106.6904205 10.7621544)",,,,,,,,,
9404261880,4607050266,0,720357122,primary,Trần Hưng Đạo,False,False,5.645367963742038,"LINESTRING (106.6904205 10.7621544, 106.690455 10.7621922)",50,1,,,,,,,
9404261880,4761168721,0,720357122,primary,Trần Hưng Đạo,False,True,12.711688203478628,"LINESTRING (106.6904205 10.7621544, 106.6903428 10.7620693)",50,1,,,,,,,
9404261880,9404261879,0,1019648651,primary_link,,False,True,9.699481236400684,"LINESTRING (106.6904205 10.7621544, 106.6903499 10.7622073)",,,,,,,,,
9404261881,10804091991,0,720357122,primary,Trần Hưng Đạo,False,False,37.66678541673389,"LINESTRING (106.6907218 10.7624992, 106.690945 10.7627574)",50,1,,,,,,,
9404261881,5795188291,0,720357122,primary,Trần Hưng Đạo,False,True,21.535696972679617,"LINESTRING (106.6907218 10.7624992, 106.6905938 10.7623519)",50,1,,,,,,,
9404261881,9404261882,0,1019648652,primary_link,,False,True,9.07829664973159,"LINESTRING (106.6907218 10.7624992, 106.6906585 10.7625521)",,,,,,,,,
9404261882,6760665399,0,724152274,primary,Trần Hưng Đạo,False,False,37.69309737757342,"LINESTRING (106.6906585 10.7625521, 106.6908835 10.7628091)",,2,,,,,,,
9404261882,9404261879,0,724152274,primary,Trần Hưng Đạo,False,True,51.05297363188982,"LINESTRING (106.6906585 10.7625521, 106.6903499 10.7622073)",,2,,,,,,,
9404261882,9404261881,0,1019648652,primary_link,,False,False,9.07829664973159,"LINESTRING (106.6906585 10.7625521, 106.6907218 10.7624992)",,,,,,,,,
9404261883,6760665398,0,431068520,primary,Trần Hưng Đạo,False,False,17.221140634119887,"LINESTRING (106.6909138 10.7629875, 106.6908111 10.76287)",60,2,,,,,,,
9404261883,6788469902,0,431068520,primary,Trần Hưng Đạo,False,True,14.091036982023848,"LINESTRING (106.6909138 10.7629875, 106.6909994 10.7630823)",60,2,,,,,,,
9404261883,4603729666,0,723801700,tertiary,,False,False,8.207528260521894,"LINESTRING (106.6909138 10.7629875, 106.6908721 10.7630489)",50,,,,,,,,
9404261883,4603729664,0,723801700,tertiary,,False,True,10.832898126053369,"LINESTRING (106.6909138 10.7629875, 106.6909388 10.7629507, 106.6909689 10.7629065)",50,,,,,,,,
9404261884,9404261885,0,1019648653,primary_link,,False,False,8.801239511167832,"LINESTRING (106.6911807 10.7631409, 106.6912424 10.76309)",,,,,,,,,
9404261884,9404261886,0,1268643575,primary,Trần Hưng Đạo,False,False,45.68015548868619,"LINESTRING (106.6911807 10.7631409, 106.6914538 10.763452)",60,3,,,,,,,
9404261884,6788469901,0,1268643575,primary,Trần Hưng Đạo,False,True,18.42268182642539,"LINESTRING (106.6911807 10.7631409, 106.6910706 10.7630154)",60,3,,,,,,,
9404261885,9404261887,0,720357122,primary,Trần Hưng Đạo,False,False,45.7457153090353,"LINESTRING (106.6912424 10.76309, 106.691515 10.7634023)",50,1,,,,,,,
9404261885,6789258564,0,720357122,primary,Trần Hưng Đạo,False,True,18.942491050480506,"LINESTRING (106.6912424 10.76309, 106.6911295 10.7629607)",50,1,,,,,,,
9404261885,9404261884,0,1019648653,primary_link,,False,True,8.801239511167832,"LINESTRING (106.6912424 10.76309, 106.6911807 10.7631409)",,,,,,,,,
9404261886,9404261887,0,1019648654,primary_link,,False,False,8.67385780632257,"LINESTRING (106.6914538 10.763452, 106.691515 10.7634023)",,,,,,,,,
9404261886,6788469894,0,1268643575,primary,Trần Hưng Đạo,False,False,28.54910981917854,"LINESTRING (106.6914538 10.763452, 106.6916244 10.7636465)",60,3,,,,,,,
9404261886,9404261884,0,1268643575,primary,Trần Hưng Đạo,False,True,45.68015548868619,"LINESTRING (106.6914538 10.763452, 106.6911807 10.7631409)",60,3,,,,,,,
9404261887,6790929765,0,720357122,primary,Trần Hưng Đạo,False,False,28.797400136302702,"LINESTRING (106.691515 10.7634023, 106.6916866 10.7635989)",50,1,,,,,,,
9404261887,9404261885,0,720357122,primary,Trần Hưng Đạo,False,True,45.7457153090353,"LINESTRING (106.691515 10.7634023, 106.6912424 10.76309)",50,1,,,,,,,
9404261887,9404261886,0,1019648654,primary_link,,False,True,8.67385780632257,"LINESTRING (106.691515 10.7634023, 106.6914538 10.763452)",,,,,,,,,
9404261888,9597079676,0,720357122,primary,Trần Hưng Đạo,False,False,11.247160585760113,"LINESTRING (106.6919324 10.7638826, 106.6920027 10.7639565)",50,1,,,,,,,
9404261888,9404261889,0,720357122,primary,Trần Hưng Đạo,False,True,31.468097744447313,"LINESTRING (106.6919324 10.7638826, 106.6917458 10.763667)",50,1,,,,,,,
9404261888,9404261894,0,1019648658,primary_link,,False,True,8.947199459057094,"LINESTRING (106.6919324 10.7638826, 106.6918672 10.7639313)",,,,,,,,,
9404261889,9404261888,0,720357122,primary,Trần Hưng Đạo,False,False,31.468097744447313,"LINESTRING (106.6917458 10.763667, 106.6919324 10.7638826)",50,1,,,,,,,
9404261889,6788469897,0,1019648655,primary_link,,False,False,8.725080240341152,"LINESTRING (106.6917458 10.763667, 106.6916851 10.763718)",,,,,,,,,
9404261889,6790929765,0,720357122,primary,Trần Hưng Đạo,False,True,9.95804233098486,"LINESTRING (106.6917458 10.763667, 106.6917161 10.7636327, 106.6916866 10.7635989)",50,1,,,,,,,
9404261891,12585027141,0,431068520,primary,Trần Hưng Đạo,False,True,17.996922208149137,"LINESTRING (106.6916048 10.7637855, 106.691712 10.7639084)",60,2,,,,,,,
9404261891,6788469893,0,431068520,primary,Trần Hưng Đạo,False,False,10.896464514914442,"LINESTRING (106.6916048 10.7637855, 106.6915714 10.763747, 106.69154 10.763711)",60,2,,,,,,,
9404261891,6788469897,0,1019648655,primary_link,,False,True,11.544725187287629,"LINESTRING (106.6916048 10.7637855, 106.6916449 10.7637518, 106.6916851 10.763718)",,,,,,,,,
9404261893,12585027141,0,431068520,primary,Trần Hưng Đạo,False,False,23.096111962165217,"LINESTRING (106.6918496 10.7640661, 106.691712 10.7639084)",60,2,,,,,,,
9404261893,6789323626,0,431068520,primary,Trần Hưng Đạo,False,True,31.02615956427676,"LINESTRING (106.6918496 10.7640661, 106.6920345 10.7642779)",60,2,,,,,,,
9404261893,6789323622,0,1019648656,primary_link,,False,True,6.697727519193248,"LINESTRING (106.6918496 10.7640661, 106.6918017 10.7641037)",,,,,,,,,
9404261894,9404261888,0,1019648658,primary_link,,False,False,8.947199459057094,"LINESTRING (106.6918672 10.7639313, 106.6919324 10.7638826)",,,,,,,,,
9404261894,6788469897,0,1268643575,primary,Trần Hưng Đạo,False,True,30.955535988331278,"LINESTRING (106.6918672 10.7639313, 106.6916851 10.763718)",60,3,,,,,,,
9404261894,9404261895,0,1268643575,primary,Trần Hưng Đạo,False,False,30.517423258263648,"LINESTRING (106.6918672 10.7639313, 106.6919951 10.7640812, 106.6920467 10.7641416)",60,3,,,,,,,
9404261895,9404261896,0,1019648659,primary_link,,False,False,9.120837041316367,"LINESTRING (106.6920467 10.7641416, 106.6921091 10.7640871)",,,,,,,,,
9404261895,6788576907,0,1268643575,primary,Trần Hưng Đạo,False,False,44.100644491047525,"LINESTRING (106.6920467 10.7641416, 106.6923061 10.7644455)",60,3,,,,,,,
9404261895,9404261894,0,1268643575,primary,Trần Hưng Đạo,False,True,30.517423258263648,"LINESTRING (106.6920467 10.7641416, 106.6919951 10.7640812, 106.6918672 10.7639313)",60,3,,,,,,,
9404261896,5780886564,0,1019648657,primary,Trần Hưng Đạo,False,False,6.28487236259613,"LINESTRING (106.6921091 10.7640871, 106.6921462 10.7641303)",,1,,,,,,,
9404261896,5780886557,0,1019648657,primary,Trần Hưng Đạo,False,True,12.812719138762565,"LINESTRING (106.6921091 10.7640871, 106.6920351 10.7639977)",,1,,,,,,,
9404261896,9404261895,0,1019648659,primary_link,,False,True,9.120837041316367,"LINESTRING (106.6921091 10.7640871, 106.6920467 10.7641416)",,,,,,,,,
9404261897,6789323622,0,682105049,primary,Trần Hưng Đạo,False,False,31.596665622695845,"LINESTRING (106.6919888 10.7643204, 106.6918017 10.7641037)",50,1,,,,,,,
9404261897,6788576905,0,682105049,primary,Trần Hưng Đạo,False,True,33.23608355071513,"LINESTRING (106.6919888 10.7643204, 106.6921859 10.7645481)",50,1,,,,,,,
9404261897,6789323626,0,1019648660,primary_link,,False,False,6.874237769616655,"LINESTRING (106.6919888 10.7643204, 106.6920345 10.7642779)",,,,,,,,,
9404261899,6790929760,0,696114974,primary,Trần Hưng Đạo,False,False,50.90566095295121,"LINESTRING (106.6929751 10.7651934, 106.6932799 10.7655397)",60,3,,,,,,,
9404261899,6788534014,0,696114974,primary,Trần Hưng Đạo,False,True,39.45909271217557,"LINESTRING (106.6929751 10.7651934, 106.6927388 10.764925)",60,3,,,,,,,
9404261899,5781158289,0,1019648666,primary_link,,False,True,8.434158122106696,"LINESTRING (106.6929751 10.7651934, 106.6930357 10.7651464)",,,,,,,,,
9404261900,6790929758,0,696114974,primary,Trần Hưng Đạo,False,False,30.11677296248871,"LINESTRING (106.6939164 10.7662627, 106.6940967 10.7664676)",60,3,,,,,,,
9404261900,6790929759,0,696114974,primary,Trần Hưng Đạo,False,True,30.123926717576364,"LINESTRING (106.6939164 10.7662627, 106.693736 10.7660578)",60,3,,,,,,,
9404261900,9404261901,0,1019648671,primary_link,,False,False,7.204044526129839,"LINESTRING (106.6939164 10.7662627, 106.6939667 10.7662208)",,,,,,,,,
9404261901,4606995348,0,466112794,primary,Trần Hưng Đạo,False,False,29.6363928564405,"LINESTRING (106.6939667 10.7662208, 106.6941425 10.7664238)",,1,,,,,,,
9404261901,4606995349,0,466112794,primary,Trần Hưng Đạo,False,True,29.979841827980813,"LINESTRING (106.6939667 10.7662208, 106.6937888 10.7660155)",,1,,,,,,,
9404261901,9404261900,0,1019648671,primary_link,,False,True,7.204044526129839,"LINESTRING (106.6939667 10.7662208, 106.6939164 10.7662627)",,,,,,,,,
9404261902,4597084182,0,722054809,primary,Trần Hưng Đạo,False,False,68.47013193217501,"LINESTRING (106.693837 10.7663324, 106.6934287 10.7658652)",60,2,,,,,,,
9404261902,6789341869,0,722054809,primary,Trần Hưng Đạo,False,True,46.53288134979901,"LINESTRING (106.693837 10.7663324, 106.6941145 10.7666499)",60,2,,,,,,,
9404261902,9404261903,0,1019648672,primary_link,,False,False,6.474196015556398,"LINESTRING (106.693837 10.7663324, 106.6937905 10.7663685)",,,,,,,,,
9404261903,9404261902,0,1019648672,primary_link,,False,True,6.474196015556398,"LINESTRING (106.6937905 10.7663685, 106.693837 10.7663324)",,,,,,,,,
9404261903,4650010744,0,1019648673,primary,Trần Hưng Đạo,False,False,67.46561228085797,"LINESTRING (106.6937905 10.7663685, 106.6933866 10.7659095)",,1,,,,,,,
9404261903,6789341868,0,1019648673,primary,Trần Hưng Đạo,False,True,46.4577130463237,"LINESTRING (106.6937905 10.7663685, 106.6940686 10.7666846)",,1,,,,,,,
9404261907,6788576891,0,724091817,primary,Trần Hưng Đạo,False,True,51.41191731860342,"LINESTRING (106.6947443 10.7672181, 106.6944424 10.7668634)",,3,,,,,,,
9404261907,9404261908,0,1019648677,primary_link,,False,False,7.215834362639489,"LINESTRING (106.6947443 10.7672181, 106.6947974 10.7671795)",,,,,,,,,
9404261907,9404261909,0,724091817,primary,Trần Hưng Đạo,False,False,52.274072987772314,"LINESTRING (106.6947443 10.7672181, 106.6948039 10.7672882, 106.6950501 10.7675797)",,3,,,,,,,
9404261908,2290050435,0,466112794,primary,Trần Hưng Đạo,False,False,6.540632574649936,"LINESTRING (106.6947974 10.7671795, 106.6948362 10.7672243)",,1,,,,,,,
9404261908,6788576890,0,466112794,primary,Trần Hưng Đạo,False,True,51.86294358239839,"LINESTRING (106.6947974 10.7671795, 106.6944897 10.7668243)",,1,,,,,,,
9404261908,9404261907,0,1019648677,primary_link,,False,True,7.215834362639489,"LINESTRING (106.6947974 10.7671795, 106.6947443 10.7672181)",,,,,,,,,
9404261909,6773182779,0,724091817,primary,Trần Hưng Đạo,False,False,48.61784451340211,"LINESTRING (106.6950501 10.7675797, 106.6953344 10.7679161)",,3,,,,,,,
9404261909,9404261910,0,1019648678,primary_link,,False,False,7.84464232375406,"LINESTRING (106.6950501 10.7675797, 106.6951078 10.7675377)",,,,,,,,,
9404261909,9404261907,0,724091817,primary,Trần Hưng Đạo,False,True,52.274072987772314,"LINESTRING (106.6950501 10.7675797, 106.6948039 10.7672882, 106.6947443 10.7672181)",,3,,,,,,,
9404261910,6773182778,0,466112794,primary,Trần Hưng Đạo,False,False,47.54393529879324,"LINESTRING (106.6951078 10.7675377, 106.6953899 10.7678633)",,1,,,,,,,
9404261910,2290050435,0,466112794,primary,Trần Hưng Đạo,False,True,45.767480960487376,"LINESTRING (106.6951078 10.7675377, 106.6948362 10.7672243)",,1,,,,,,,
9404261910,9404261909,0,1019648678,primary_link,,False,True,7.84464232375406,"LINESTRING (106.6951078 10.7675377, 106.6950501 10.7675797)",,,,,,,,,
9404261911,9404261913,0,703307396,primary,Trần Hưng Đạo,False,False,33.02376951497411,"LINESTRING (106.6956942 10.7683209, 106.6958927 10.7685449)",60,3,,,,,,,
9404261911,6773182784,0,703307396,primary,Trần Hưng Đạo,False,True,28.724338016267787,"LINESTRING (106.6956942 10.7683209, 106.6955215 10.7681261)",60,3,,,,,,,
9404261911,9404261912,0,1019648680,primary_link,,False,False,7.89767393096208,"LINESTRING (106.6956942 10.7683209, 106.6957498 10.7682755)",,,,,,,,,
9404261912,9404261914,0,817914014,primary,Trần Hưng Đạo,False,False,32.935342518824854,"LINESTRING (106.6957498 10.7682755, 106.6959473 10.7684993)",,1,,,,,,,
9404261912,6773209185,0,817914014,primary,Trần Hưng Đạo,False,True,29.191307185820875,"LINESTRING (106.6957498 10.7682755, 106.6955748 10.7680771)",,1,,,,,,,
9404261912,9404261911,0,1019648680,primary_link,,False,True,7.89767393096208,"LINESTRING (106.6957498 10.7682755, 106.6956942 10.7683209)",,,,,,,,,
9404261913,9404261915,0,703307396,primary,Trần Hưng Đạo,False,False,56.77715574787269,"LINESTRING (106.6958927 10.7685449, 106.696234 10.76893)",60,3,,,,,,,
9404261913,9404261911,0,703307396,primary,Trần Hưng Đạo,False,True,33.02376951497411,"LINESTRING (106.6958927 10.7685449, 106.6956942 10.7683209)",60,3,,,,,,,
9404261913,9404261914,0,1019648681,primary_link,,False,False,7.828361589740026,"LINESTRING (106.6958927 10.7685449, 106.6959473 10.7684993)",,,,,,,,,
9404261914,9404261916,0,817914014,primary,Trần Hưng Đạo,False,False,56.754641810410554,"LINESTRING (106.6959473 10.7684993, 106.6962877 10.7688849)",,1,,,,,,,
9404261914,9404261912,0,817914014,primary,Trần Hưng Đạo,False,True,32.935342518824854,"LINESTRING (106.6959473 10.7684993, 106.6957498 10.7682755)",,1,,,,,,,
9404261914,9404261913,0,1019648681,primary_link,,False,True,7.828361589740026,"LINESTRING (106.6959473 10.7684993, 106.6958927 10.7685449)",,,,,,,,,
9404261915,6789110961,0,703307396,primary,Trần Hưng Đạo,False,False,8.754468261936667,"LINESTRING (106.696234 10.76893, 106.6962866 10.7689894)",60,3,,,,,,,
9404261915,9404261913,0,703307396,primary,Trần Hưng Đạo,False,True,56.77715574787269,"LINESTRING (106.696234 10.76893, 106.6958927 10.7685449)",60,3,,,,,,,
9404261915,9404261916,0,1019648683,primary,,False,False,7.717470621073318,"LINESTRING (106.696234 10.76893, 106.6962877 10.7688849)",,,,,,,,,
9404261916,6789110962,0,817914014,primary,Trần Hưng Đạo,False,False,8.693474346968644,"LINESTRING (106.6962877 10.7688849, 106.6963398 10.768944)",,1,,,,,,,
9404261916,9404261914,0,817914014,primary,Trần Hưng Đạo,False,True,56.754641810410554,"LINESTRING (106.6962877 10.7688849, 106.6959473 10.7684993)",,1,,,,,,,
9404261916,9404261915,0,1019648683,primary,,False,True,7.717470621073318,"LINESTRING (106.6962877 10.7688849, 106.696234 10.76893)",,,,,,,,,
9404297254,6747154755,0,192680139,primary,Hàm Nghi,False,True,24.990715719621853,"LINESTRING (106.7045587 10.7709732, 106.7047871 10.7709603)",60,2,,,,,,,
9404297254,9404297256,0,1177488208,primary_link,,False,True,10.842758802969902,"LINESTRING (106.7045587 10.7709732, 106.7045572 10.7708757)",,,,,,,,,
9404297254,6747154748,0,1177488210,primary,Hàm Nghi,False,False,13.359685179345382,"LINESTRING (106.7045587 10.7709732, 106.7044364 10.7709737)",60,2,,,,,,,
9404297255,6747154744,0,621157032,primary,Hàm Nghi,False,True,24.60281619868186,"LINESTRING (106.7045554 10.7707457, 106.7043305 10.7707576)",60,3,,,,,,,
9404297255,9404297256,0,1019650997,primary_link,,False,False,14.456698090483048,"LINESTRING (106.7045554 10.7707457, 106.7045572 10.7708757)",,,,,,,,,
9404297255,6747154752,0,1027351471,primary,Hàm Nghi,False,False,24.744027661084257,"LINESTRING (106.7045554 10.7707457, 106.7047816 10.7707339)",60,3,,,,,,,
9404297255,411917836,0,1027351472,primary_link,,False,True,10.92042810098546,"LINESTRING (106.7045554 10.7707457, 106.704554 10.7706475)",,,,,,,,,
9404297256,6747154753,0,409294121,primary,Hàm Nghi,False,True,24.853689621837486,"LINESTRING (106.7045572 10.7708757, 106.7047844 10.7708638)",60,3,,,,,,,
9404297256,9404297255,0,1019650997,primary_link,,False,True,14.456698090483048,"LINESTRING (106.7045572 10.7708757, 106.7045554 10.7707457)",,,,,,,,,
9404297256,9404297254,0,1177488208,primary_link,,False,False,10.842758802969902,"LINESTRING (106.7045572 10.7708757, 106.7045587 10.7709732)",,,,,,,,,
9404297256,6747154743,0,1177488209,primary,Hàm Nghi,False,False,24.588486177038025,"LINESTRING (106.7045572 10.7708757, 106.7043323 10.7708849)",60,3,,,,,,,
9407467441,9407467443,0,420287697,service,Hẻm 1570 Đường Võ Văn Kiệt,False,True,12.206512642226944,"LINESTRING (106.6421153 10.7392058, 106.6420545 10.7392979)",,,alley,,,,,,
9407467441,11268915565,0,1273346290,primary,Đường Võ Văn Kiệt,False,False,38.08505160425216,"LINESTRING (106.6421153 10.7392058, 106.6418212 10.7390219)",50,2,,,,,,,
9407467441,11220557839,0,1273346290,primary,Đường Võ Văn Kiệt,False,True,100.04695896198038,"LINESTRING (106.6421153 10.7392058, 106.6422944 10.7393214, 106.6427515 10.7395968, 106.6428924 10.7396817)",50,2,,,,,,,
9407467443,9407467441,0,420287697,service,Hẻm 1570 Đường Võ Văn Kiệt,False,False,12.206512642226944,"LINESTRING (106.6420545 10.7392979, 106.6421153 10.7392058)",,,alley,,,,,,
9407467443,12606512904,0,420287697,service,Hẻm 1570 Đường Võ Văn Kiệt,False,True,10.918590699084207,"LINESTRING (106.6420545 10.7392979, 106.6420003 10.7393804)",,,alley,,,,,,
9407467443,9872172918,0,608496672,service,Hẻm 1570A Đường Võ Văn Kiệt,False,True,101.62279708422255,"LINESTRING (106.6420545 10.7392979, 106.6422379 10.7394084, 106.6426767 10.739728, 106.6427179 10.7397775, 106.6427952 10.7398455)",,,alley,,,,,,
9407467444,12606512904,0,420287697,service,Hẻm 1570 Đường Võ Văn Kiệt,False,False,29.184673151011335,"LINESTRING (106.6418554 10.7396009, 106.6420003 10.7393804)",,,alley,,,,,,
9407467444,366438223,0,1210929569,residential,Hẻm 1570 Võ Văn Kiệt,False,False,29.352552048438984,"LINESTRING (106.6418554 10.7396009, 106.642085 10.739738)",,,,,,,,,
9407467444,9407467445,0,420287697,service,Hẻm 1570 Đường Võ Văn Kiệt,False,True,58.38412458473775,"LINESTRING (106.6418554 10.7396009, 106.6417806 10.7397067, 106.6415493 10.7400313)",,,alley,,,,,,
9407467444,11219416152,0,1216212723,service,,False,True,23.194292159129496,"LINESTRING (106.6418554 10.7396009, 106.6417001 10.7395395, 106.641661 10.7395178)",,,,,,,,,
9407467445,366453203,0,32577994,residential,Hẻm 45 Bình Tiên,False,False,29.14715949059564,"LINESTRING (106.6415493 10.7400313, 106.6417719 10.7401758)",,,,,,,,,
9407467445,4202267011,0,32577994,residential,Hẻm 45 Bình Tiên,False,True,25.059090634532076,"LINESTRING (106.6415493 10.7400313, 106.6413628 10.7399001)",,,,,,,,,
9407467445,9407467444,0,420287697,service,Hẻm 1570 Đường Võ Văn Kiệt,False,False,58.38412458473775,"LINESTRING (106.6415493 10.7400313, 106.6417806 10.7397067, 106.6418554 10.7396009)",,,alley,,,,,,
9407467445,4202267026,0,420287697,service,Hẻm 1570 Đường Võ Văn Kiệt,False,True,91.10992717226057,"LINESTRING (106.6415493 10.7400313, 106.6413518 10.7403153, 106.6413206 10.7403602, 106.6412571 10.740626, 106.6412329 10.7407721)",,,alley,,,,,,
9412761631,5762880565,0,32576600,secondary,Đường Tạ Quang Bửu,False,False,20.98111819440467,"LINESTRING (106.6835971 10.7433627, 106.6834304 10.743269)",,,,,,,,,
9412761631,366443381,0,32576600,secondary,Đường Tạ Quang Bửu,False,True,21.393425999511432,"LINESTRING (106.6835971 10.7433627, 106.6837671 10.7434582)",,,,,,,,,
9412761631,9412761638,0,1020556614,service,Hẻm 175 Tạ Quang Bửu,False,False,37.220693923051975,"LINESTRING (106.6835971 10.7433627, 106.6836284 10.7433072, 106.6836486 10.7432686, 106.6836888 10.7431971, 106.6837176 10.7431575, 106.6837295 10.7431392, 106.6837728 10.7431568, 106.6838031 10.7431563)",,,alley,,,,,,
9412761638,11159880376,0,1020556614,service,Hẻm 175 Tạ Quang Bửu,False,False,32.98632317156196,"LINESTRING (106.6838031 10.7431563, 106.6838249 10.7431547, 106.6838739 10.7431754, 106.6839214 10.7432098, 106.6839572 10.7432373, 106.6840576 10.7433059)",,,alley,,,,,,
9412761638,9412761631,0,1020556614,service,Hẻm 175 Tạ Quang Bửu,False,True,37.220693923051975,"LINESTRING (106.6838031 10.7431563, 106.6837728 10.7431568, 106.6837295 10.7431392, 106.6837176 10.7431575, 106.6836888 10.7431971, 106.6836486 10.7432686, 106.6836284 10.7433072, 106.6835971 10.7433627)",,,alley,,,,,,
